query_id,user_id,benchmark_tier,query_type,method,query_text,target_event_id,target_venue_id,target_name,target_rank,reciprocal_rank,success_at_1,success_at_5,is_high_memory_load
tokyo_356419_temporal_spatial,356419,core,temporal_spatial,vector,Which College Cafeteria did I visit in Hachiōji in April 2018?,2018_3855575__event_002,2812,ROSE kitchen 東京工科大学,1,1.0000000000,True,True,False
tokyo_356419_temporal_spatial,356419,core,temporal_spatial,graph,Which College Cafeteria did I visit in Hachiōji in April 2018?,2018_3855575__event_002,2812,ROSE kitchen 東京工科大学,1,1.0000000000,True,True,False
tokyo_35718_relational_after,35718,core,relational_after,flat,Which Shopping Mall did I visit after 鳥居原ふれあいの館?,2018_727120__event_002,1281,アリオ橋本,1,1.0000000000,True,True,False
tokyo_35718_relational_after,35718,core,relational_after,vector,Which Shopping Mall did I visit after 鳥居原ふれあいの館?,2018_727120__event_002,1281,アリオ橋本,1,1.0000000000,True,True,False
tokyo_35718_relational_after,35718,core,relational_after,graph,Which Shopping Mall did I visit after 鳥居原ふれあいの館?,2018_727120__event_002,1281,アリオ橋本,1,1.0000000000,True,True,False
tokyo_35718_semantic,35718,core,semantic,flat,Which Intersection did I visit in Hachiōji?,2018_727082__event_002,2236,三ヶ木交差点,1,1.0000000000,True,True,False
tokyo_35718_semantic,35718,core,semantic,vector,Which Intersection did I visit in Hachiōji?,2018_727082__event_002,2236,三ヶ木交差点,1,1.0000000000,True,True,False
tokyo_35718_semantic,35718,core,semantic,graph,Which Intersection did I visit in Hachiōji?,2018_727082__event_002,2236,三ヶ木交差点,1,1.0000000000,True,True,False
tokyo_35718_temporal_spatial,35718,core,temporal_spatial,flat,Which Shopping Mall did I visit in Hachiōji in June 2018?,2018_727120__event_002,1281,アリオ橋本,1,1.0000000000,True,True,False
tokyo_35718_temporal_spatial,35718,core,temporal_spatial,vector,Which Shopping Mall did I visit in Hachiōji in June 2018?,2018_727120__event_002,1281,アリオ橋本,1,1.0000000000,True,True,False
tokyo_35718_temporal_spatial,35718,core,temporal_spatial,graph,Which Shopping Mall did I visit in Hachiōji in June 2018?,2018_727120__event_002,1281,アリオ橋本,1,1.0000000000,True,True,False
tokyo_362630_relational_after,362630,core,relational_after,flat,Which BBQ Joint did I visit after 竹の家?,2018_3889086__event_003,1601,じゅうじゅうカルビ 八王子インター店,1,1.0000000000,True,True,False
tokyo_362630_relational_after,362630,core,relational_after,vector,Which BBQ Joint did I visit after 竹の家?,2018_3889086__event_003,1601,じゅうじゅうカルビ 八王子インター店,1,1.0000000000,True,True,False
tokyo_362630_relational_after,362630,core,relational_after,graph,Which BBQ Joint did I visit after 竹の家?,2018_3889086__event_003,1601,じゅうじゅうカルビ 八王子インター店,1,1.0000000000,True,True,False
tokyo_362630_semantic,362630,core,semantic,flat,Which Diner did I visit in Hachiōji?,2018_3889093__event_002,3847,からやま,1,1.0000000000,True,True,False
tokyo_362630_semantic,362630,core,semantic,vector,Which Diner did I visit in Hachiōji?,2018_3889093__event_002,3847,からやま,1,1.0000000000,True,True,False
tokyo_362630_semantic,362630,core,semantic,graph,Which Diner did I visit in Hachiōji?,2018_3889093__event_002,3847,からやま,1,1.0000000000,True,True,False
tokyo_362630_temporal_spatial,362630,core,temporal_spatial,flat,Which Ramen Restaurant did I visit in Hachiōji in October 2018?,2018_3889095__event_002,154,横濱家,1,1.0000000000,True,True,False
tokyo_362630_temporal_spatial,362630,core,temporal_spatial,vector,Which Ramen Restaurant did I visit in Hachiōji in October 2018?,2018_3889095__event_002,154,横濱家,1,1.0000000000,True,True,False
tokyo_362630_temporal_spatial,362630,core,temporal_spatial,graph,Which Ramen Restaurant did I visit in Hachiōji in October 2018?,2018_3889095__event_002,154,横濱家,1,1.0000000000,True,True,False
tokyo_36487_relational_after,36487,core,relational_after,flat,Which Automotive Shop did I visit after あきる野IC?,2018_741708__event_003,584,CAREZZA 八王子店,1,1.0000000000,True,True,False
tokyo_36487_relational_after,36487,core,relational_after,vector,Which Automotive Shop did I visit after あきる野IC?,2018_741708__event_003,584,CAREZZA 八王子店,4,0.2500000000,False,True,False
tokyo_36487_relational_after,36487,core,relational_after,graph,Which Automotive Shop did I visit after あきる野IC?,2018_741708__event_003,584,CAREZZA 八王子店,4,0.2500000000,False,True,False
tokyo_36487_semantic,36487,core,semantic,flat,Which Convenience Store did I visit in Hachiōji?,2018_741721__event_001,1235,セブンイレブン 大谷店,1,1.0000000000,True,True,False
tokyo_36487_semantic,36487,core,semantic,vector,Which Convenience Store did I visit in Hachiōji?,2018_741721__event_001,1235,セブンイレブン 大谷店,3,0.3333333333,False,True,False
tokyo_36487_semantic,36487,core,semantic,graph,Which Convenience Store did I visit in Hachiōji?,2018_741721__event_001,1235,セブンイレブン 大谷店,2,0.5000000000,False,True,False
tokyo_36487_temporal_spatial,36487,core,temporal_spatial,flat,Which Automotive Shop did I visit in Fussa in October 2017?,2018_741640__event_001,1751,スーパーオートバックス SA羽村店,1,1.0000000000,True,True,False
tokyo_36487_temporal_spatial,36487,core,temporal_spatial,vector,Which Automotive Shop did I visit in Fussa in October 2017?,2018_741640__event_001,1751,スーパーオートバックス SA羽村店,1,1.0000000000,True,True,False
tokyo_36487_temporal_spatial,36487,core,temporal_spatial,graph,Which Automotive Shop did I visit in Fussa in October 2017?,2018_741640__event_001,1751,スーパーオートバックス SA羽村店,1,1.0000000000,True,True,False
tokyo_365381_relational_after,365381,core,relational_after,flat,Which College Rec Center did I visit after ラウンドワン 八王子店?,2018_3903074__event_002,4657,雀荘たかはし,1,1.0000000000,True,True,False
tokyo_365381_relational_after,365381,core,relational_after,vector,Which College Rec Center did I visit after ラウンドワン 八王子店?,2018_3903074__event_002,4657,雀荘たかはし,4,0.2500000000,False,True,False
tokyo_365381_relational_after,365381,core,relational_after,graph,Which College Rec Center did I visit after ラウンドワン 八王子店?,2018_3903074__event_002,4657,雀荘たかはし,4,0.2500000000,False,True,False
tokyo_365381_semantic,365381,core,semantic,flat,Which Spa did I visit in Hachiōji?,2018_3903070__event_001,3812,竜泉寺の湯 八王子みなみ野店,1,1.0000000000,True,True,False
tokyo_365381_semantic,365381,core,semantic,vector,Which Spa did I visit in Hachiōji?,2018_3903070__event_001,3812,竜泉寺の湯 八王子みなみ野店,1,1.0000000000,True,True,False
tokyo_365381_semantic,365381,core,semantic,graph,Which Spa did I visit in Hachiōji?,2018_3903070__event_001,3812,竜泉寺の湯 八王子みなみ野店,1,1.0000000000,True,True,False
tokyo_365381_temporal_spatial,365381,core,temporal_spatial,flat,Which College Rec Center did I visit in Hachiōji in September 2018?,2018_3903088__event_002,4657,雀荘たかはし,1,1.0000000000,True,True,False
tokyo_365381_temporal_spatial,365381,core,temporal_spatial,vector,Which College Rec Center did I visit in Hachiōji in September 2018?,2018_3903088__event_002,4657,雀荘たかはし,1,1.0000000000,True,True,False
tokyo_365381_temporal_spatial,365381,core,temporal_spatial,graph,Which College Rec Center did I visit in Hachiōji in September 2018?,2018_3903088__event_002,4657,雀荘たかはし,1,1.0000000000,True,True,False
tokyo_41088_relational_after,41088,core,relational_after,flat,Which Bowling Alley did I visit after モリタウン (mori town)?,2018_830967__event_002,1203,ラウンドワン 武蔵村山店,1,1.0000000000,True,True,True
tokyo_41088_relational_after,41088,core,relational_after,vector,Which Bowling Alley did I visit after モリタウン (mori town)?,2018_830967__event_002,1203,ラウンドワン 武蔵村山店,2,0.5000000000,False,True,True
tokyo_41088_relational_after,41088,core,relational_after,graph,Which Bowling Alley did I visit after モリタウン (mori town)?,2018_830967__event_002,1203,ラウンドワン 武蔵村山店,2,0.5000000000,False,True,True
tokyo_41088_semantic,41088,core,semantic,flat,Which Shopping Mall did I visit in Fussa?,2018_830967__event_001,32,モリタウン (mori town),1,1.0000000000,True,True,True
tokyo_41088_semantic,41088,core,semantic,vector,Which Shopping Mall did I visit in Fussa?,2018_830967__event_001,32,モリタウン (mori town),1,1.0000000000,True,True,True
tokyo_41088_semantic,41088,core,semantic,graph,Which Shopping Mall did I visit in Fussa?,2018_830967__event_001,32,モリタウン (mori town),1,1.0000000000,True,True,True
tokyo_41088_temporal_spatial,41088,core,temporal_spatial,flat,Which Bowling Alley did I visit in Fussa in February 2018?,2018_831031__event_001,1203,ラウンドワン 武蔵村山店,1,1.0000000000,True,True,True
tokyo_41088_temporal_spatial,41088,core,temporal_spatial,vector,Which Bowling Alley did I visit in Fussa in February 2018?,2018_831031__event_001,1203,ラウンドワン 武蔵村山店,1,1.0000000000,True,True,True
tokyo_41088_temporal_spatial,41088,core,temporal_spatial,graph,Which Bowling Alley did I visit in Fussa in February 2018?,2018_831031__event_001,1203,ラウンドワン 武蔵村山店,1,1.0000000000,True,True,True
tokyo_42282_relational_after,42282,core,relational_after,flat,Which Fast Food Restaurant did I visit after 滝山病院?,2018_852454__event_002,375,マクドナルド,1,1.0000000000,True,True,False
tokyo_42282_relational_after,42282,core,relational_after,vector,Which Fast Food Restaurant did I visit after 滝山病院?,2018_852454__event_002,375,マクドナルド,1,1.0000000000,True,True,False
tokyo_42282_relational_after,42282,core,relational_after,graph,Which Fast Food Restaurant did I visit after 滝山病院?,2018_852454__event_002,375,マクドナルド,1,1.0000000000,True,True,False
tokyo_42282_semantic,42282,core,semantic,flat,Which Furniture / Home Store did I visit in Higashimurayama?,2018_852433__event_001,387,島忠ホームズ 小平店,1,1.0000000000,True,True,False
tokyo_42282_semantic,42282,core,semantic,vector,Which Furniture / Home Store did I visit in Higashimurayama?,2018_852433__event_001,387,島忠ホームズ 小平店,1,1.0000000000,True,True,False
tokyo_42282_semantic,42282,core,semantic,graph,Which Furniture / Home Store did I visit in Higashimurayama?,2018_852433__event_001,387,島忠ホームズ 小平店,1,1.0000000000,True,True,False
tokyo_42282_temporal_spatial,42282,core,temporal_spatial,flat,Which Laundromat did I visit in Higashimurayama in February 2018?,2018_852463__event_001,2630,NICEコインランドリー,1,1.0000000000,True,True,False
tokyo_42282_temporal_spatial,42282,core,temporal_spatial,vector,Which Laundromat did I visit in Higashimurayama in February 2018?,2018_852463__event_001,2630,NICEコインランドリー,1,1.0000000000,True,True,False
tokyo_42282_temporal_spatial,42282,core,temporal_spatial,graph,Which Laundromat did I visit in Higashimurayama in February 2018?,2018_852463__event_001,2630,NICEコインランドリー,1,1.0000000000,True,True,False
tokyo_44616_relational_after,44616,core,relational_after,flat,Which Automotive Shop did I visit after カインズ 町田多摩境店?,2018_895859__event_003,584,CAREZZA 八王子店,1,1.0000000000,True,True,False
tokyo_44616_relational_after,44616,core,relational_after,vector,Which Automotive Shop did I visit after カインズ 町田多摩境店?,2018_895859__event_003,584,CAREZZA 八王子店,2,0.5000000000,False,True,False
tokyo_44616_relational_after,44616,core,relational_after,graph,Which Automotive Shop did I visit after カインズ 町田多摩境店?,2018_895859__event_003,584,CAREZZA 八王子店,2,0.5000000000,False,True,False
tokyo_44616_semantic,44616,core,semantic,flat,Which Japanese Restaurant did I visit in Fussa?,2018_895850__event_003,3019,すき家,1,1.0000000000,True,True,False
tokyo_44616_semantic,44616,core,semantic,vector,Which Japanese Restaurant did I visit in Fussa?,2018_895850__event_003,3019,すき家,1,1.0000000000,True,True,False
tokyo_44616_semantic,44616,core,semantic,graph,Which Japanese Restaurant did I visit in Fussa?,2018_895850__event_003,3019,すき家,1,1.0000000000,True,True,False
tokyo_44616_temporal_spatial,44616,core,temporal_spatial,flat,Which Convenience Store did I visit in Hachiōji in November 2017?,2018_895862__event_003,2837,ローソン 八王子大楽寺町店,1,1.0000000000,True,True,False
tokyo_44616_temporal_spatial,44616,core,temporal_spatial,vector,Which Convenience Store did I visit in Hachiōji in November 2017?,2018_895862__event_003,2837,ローソン 八王子大楽寺町店,1,1.0000000000,True,True,False
tokyo_44616_temporal_spatial,44616,core,temporal_spatial,graph,Which Convenience Store did I visit in Hachiōji in November 2017?,2018_895862__event_003,2837,ローソン 八王子大楽寺町店,1,1.0000000000,True,True,False
tokyo_45189_relational_after,45189,core,relational_after,flat,Which Bowling Alley did I visit after 昭島温泉 湯楽の里?,2018_907314__event_003,1221,ラウンドワン 八王子店,1,1.0000000000,True,True,False
tokyo_45189_relational_after,45189,core,relational_after,vector,Which Bowling Alley did I visit after 昭島温泉 湯楽の里?,2018_907314__event_003,1221,ラウンドワン 八王子店,3,0.3333333333,False,True,False
tokyo_45189_relational_after,45189,core,relational_after,graph,Which Bowling Alley did I visit after 昭島温泉 湯楽の里?,2018_907314__event_003,1221,ラウンドワン 八王子店,3,0.3333333333,False,True,False
tokyo_45189_semantic,45189,core,semantic,flat,Which Fast Food Restaurant did I visit in Hachiōji?,2018_907312__event_002,183,マクドナルド,1,1.0000000000,True,True,False
tokyo_45189_semantic,45189,core,semantic,vector,Which Fast Food Restaurant did I visit in Hachiōji?,2018_907312__event_002,183,マクドナルド,1,1.0000000000,True,True,False
tokyo_45189_semantic,45189,core,semantic,graph,Which Fast Food Restaurant did I visit in Hachiōji?,2018_907312__event_002,183,マクドナルド,1,1.0000000000,True,True,False
tokyo_45189_temporal_spatial,45189,core,temporal_spatial,flat,Which Bowling Alley did I visit in Hachiōji in January 2018?,2018_907321__event_001,1221,ラウンドワン 八王子店,1,1.0000000000,True,True,False
tokyo_45189_temporal_spatial,45189,core,temporal_spatial,vector,Which Bowling Alley did I visit in Hachiōji in January 2018?,2018_907321__event_001,1221,ラウンドワン 八王子店,1,1.0000000000,True,True,False
tokyo_45189_temporal_spatial,45189,core,temporal_spatial,graph,Which Bowling Alley did I visit in Hachiōji in January 2018?,2018_907321__event_001,1221,ラウンドワン 八王子店,1,1.0000000000,True,True,False
tokyo_45205_relational_after,45205,core,relational_after,flat,Which Ramen Restaurant did I visit after ドン・キホーテ?,2018_907559__event_002,303,八代目 哲麺 めじろ台店,4,0.2500000000,False,True,True
tokyo_45205_relational_after,45205,core,relational_after,vector,Which Ramen Restaurant did I visit after ドン・キホーテ?,2018_907559__event_002,303,八代目 哲麺 めじろ台店,3,0.3333333333,False,True,True
tokyo_45205_relational_after,45205,core,relational_after,graph,Which Ramen Restaurant did I visit after ドン・キホーテ?,2018_907559__event_002,303,八代目 哲麺 めじろ台店,3,0.3333333333,False,True,True
tokyo_45205_semantic,45205,core,semantic,flat,Which Military Base did I visit in Fussa?,2018_907576__event_001,1,U.S. AIR FORCE Yokota Air Base (米空軍横田基地),1,1.0000000000,True,True,True
tokyo_45205_semantic,45205,core,semantic,vector,Which Military Base did I visit in Fussa?,2018_907576__event_001,1,U.S. AIR FORCE Yokota Air Base (米空軍横田基地),1,1.0000000000,True,True,True
tokyo_45205_semantic,45205,core,semantic,graph,Which Military Base did I visit in Fussa?,2018_907576__event_001,1,U.S. AIR FORCE Yokota Air Base (米空軍横田基地),1,1.0000000000,True,True,True
tokyo_45205_temporal_spatial,45205,core,temporal_spatial,flat,Which Recycling Facility did I visit in Hachiōji in October 2017?,2018_907469__event_003,3876,株式会社エコリターン,1,1.0000000000,True,True,True
tokyo_45205_temporal_spatial,45205,core,temporal_spatial,vector,Which Recycling Facility did I visit in Hachiōji in October 2017?,2018_907469__event_003,3876,株式会社エコリターン,12,0.0833333333,False,False,True
tokyo_45205_temporal_spatial,45205,core,temporal_spatial,graph,Which Recycling Facility did I visit in Hachiōji in October 2017?,2018_907469__event_003,3876,株式会社エコリターン,18,0.0555555556,False,False,True
tokyo_50046_relational_after,50046,core,relational_after,flat,Which Furniture / Home Store did I visit after スーパーオートバックス SA羽村店?,2018_1004059__event_002,31,ジョイフル本田,2,0.5000000000,False,True,True
tokyo_50046_relational_after,50046,core,relational_after,vector,Which Furniture / Home Store did I visit after スーパーオートバックス SA羽村店?,2018_1004059__event_002,31,ジョイフル本田,1,1.0000000000,True,True,True
tokyo_50046_relational_after,50046,core,relational_after,graph,Which Furniture / Home Store did I visit after スーパーオートバックス SA羽村店?,2018_1004059__event_002,31,ジョイフル本田,1,1.0000000000,True,True,True
tokyo_50046_semantic,50046,core,semantic,flat,Which Noodle House did I visit in Fussa?,2018_1003971__event_002,3318,美豚 小作店,1,1.0000000000,True,True,True
tokyo_50046_semantic,50046,core,semantic,vector,Which Noodle House did I visit in Fussa?,2018_1003971__event_002,3318,美豚 小作店,1,1.0000000000,True,True,True
tokyo_50046_semantic,50046,core,semantic,graph,Which Noodle House did I visit in Fussa?,2018_1003971__event_002,3318,美豚 小作店,1,1.0000000000,True,True,True
tokyo_50046_temporal_spatial,50046,core,temporal_spatial,flat,Which Auto Workshop did I visit in Fussa in April 2018?,2018_1004028__event_001,3960,バリーコーポレーション,1,1.0000000000,True,True,True
tokyo_50046_temporal_spatial,50046,core,temporal_spatial,vector,Which Auto Workshop did I visit in Fussa in April 2018?,2018_1004028__event_001,3960,バリーコーポレーション,1,1.0000000000,True,True,True
tokyo_50046_temporal_spatial,50046,core,temporal_spatial,graph,Which Auto Workshop did I visit in Fussa in April 2018?,2018_1004028__event_001,3960,バリーコーポレーション,1,1.0000000000,True,True,True
tokyo_51031_relational_after,51031,core,relational_after,flat,Which Train Station did I visit after 西八王子駅 (Nishi-Hachiōji Sta.) (JC23)?,2018_1023518__event_002,2,八王子駅 (Hachiōji Sta.),2,0.5000000000,False,True,True
tokyo_51031_relational_after,51031,core,relational_after,vector,Which Train Station did I visit after 西八王子駅 (Nishi-Hachiōji Sta.) (JC23)?,2018_1023518__event_002,2,八王子駅 (Hachiōji Sta.),1,1.0000000000,True,True,True
tokyo_51031_relational_after,51031,core,relational_after,graph,Which Train Station did I visit after 西八王子駅 (Nishi-Hachiōji Sta.) (JC23)?,2018_1023518__event_002,2,八王子駅 (Hachiōji Sta.),1,1.0000000000,True,True,True
tokyo_51031_semantic,51031,core,semantic,flat,Which Elementary School did I visit in Hachiōji?,2018_1023533__event_001,1837,八王子市立元木小学校,1,1.0000000000,True,True,True
tokyo_51031_semantic,51031,core,semantic,vector,Which Elementary School did I visit in Hachiōji?,2018_1023533__event_001,1837,八王子市立元木小学校,1,1.0000000000,True,True,True
tokyo_51031_semantic,51031,core,semantic,graph,Which Elementary School did I visit in Hachiōji?,2018_1023533__event_001,1837,八王子市立元木小学校,1,1.0000000000,True,True,True
tokyo_51031_temporal_spatial,51031,core,temporal_spatial,flat,Which Shopping Mall did I visit in Fussa in March 2018?,2018_1023533__event_003,83,イオンモール日の出,1,1.0000000000,True,True,True
tokyo_51031_temporal_spatial,51031,core,temporal_spatial,vector,Which Shopping Mall did I visit in Fussa in March 2018?,2018_1023533__event_003,83,イオンモール日の出,2,0.5000000000,False,True,True
tokyo_51031_temporal_spatial,51031,core,temporal_spatial,graph,Which Shopping Mall did I visit in Fussa in March 2018?,2018_1023533__event_003,83,イオンモール日の出,2,0.5000000000,False,True,True
tokyo_51516_relational_after,51516,core,relational_after,flat,Which Rest Area did I visit after ヨドバシカメラ 八王子店?,2018_1033040__event_002,80,道の駅 八王子滝山,1,1.0000000000,True,True,False
tokyo_51516_relational_after,51516,core,relational_after,vector,Which Rest Area did I visit after ヨドバシカメラ 八王子店?,2018_1033040__event_002,80,道の駅 八王子滝山,2,0.5000000000,False,True,False
tokyo_51516_relational_after,51516,core,relational_after,graph,Which Rest Area did I visit after ヨドバシカメラ 八王子店?,2018_1033040__event_002,80,道の駅 八王子滝山,2,0.5000000000,False,True,False
tokyo_51516_semantic,51516,core,semantic,flat,Which Spa did I visit in Hachiōji?,2018_1033014__event_002,3812,竜泉寺の湯 八王子みなみ野店,1,1.0000000000,True,True,False
tokyo_51516_semantic,51516,core,semantic,vector,Which Spa did I visit in Hachiōji?,2018_1033014__event_002,3812,竜泉寺の湯 八王子みなみ野店,1,1.0000000000,True,True,False
tokyo_51516_semantic,51516,core,semantic,graph,Which Spa did I visit in Hachiōji?,2018_1033014__event_002,3812,竜泉寺の湯 八王子みなみ野店,1,1.0000000000,True,True,False
tokyo_51516_temporal_spatial,51516,core,temporal_spatial,flat,Which Intersection did I visit in Fussa in October 2018?,2018_1033126__event_001,363,第二ゲート前交差点,1,1.0000000000,True,True,False
tokyo_51516_temporal_spatial,51516,core,temporal_spatial,vector,Which Intersection did I visit in Fussa in October 2018?,2018_1033126__event_001,363,第二ゲート前交差点,1,1.0000000000,True,True,False
tokyo_51516_temporal_spatial,51516,core,temporal_spatial,graph,Which Intersection did I visit in Fussa in October 2018?,2018_1033126__event_001,363,第二ゲート前交差点,1,1.0000000000,True,True,False
tokyo_52894_relational_after,52894,core,relational_after,flat,Which Vape Store did I visit after 八王子駅 (Hachiōji Sta.)?,2018_1058960__event_002,4464,Vape Life Garden 八王子店,1,1.0000000000,True,True,False
tokyo_52894_relational_after,52894,core,relational_after,vector,Which Vape Store did I visit after 八王子駅 (Hachiōji Sta.)?,2018_1058960__event_002,4464,Vape Life Garden 八王子店,1,1.0000000000,True,True,False
tokyo_52894_relational_after,52894,core,relational_after,graph,Which Vape Store did I visit after 八王子駅 (Hachiōji Sta.)?,2018_1058960__event_002,4464,Vape Life Garden 八王子店,1,1.0000000000,True,True,False
tokyo_52894_semantic,52894,core,semantic,flat,Which Steakhouse did I visit in Fussa?,2018_1058963__event_001,1606,ステーキのどん 福生店,1,1.0000000000,True,True,False
tokyo_52894_semantic,52894,core,semantic,vector,Which Steakhouse did I visit in Fussa?,2018_1058963__event_001,1606,ステーキのどん 福生店,1,1.0000000000,True,True,False
tokyo_52894_semantic,52894,core,semantic,graph,Which Steakhouse did I visit in Fussa?,2018_1058963__event_001,1606,ステーキのどん 福生店,1,1.0000000000,True,True,False
tokyo_52894_temporal_spatial,52894,core,temporal_spatial,flat,Which Sushi Restaurant did I visit in Fussa in November 2017?,2018_1058964__event_002,729,スシロー,1,1.0000000000,True,True,False
tokyo_52894_temporal_spatial,52894,core,temporal_spatial,vector,Which Sushi Restaurant did I visit in Fussa in November 2017?,2018_1058964__event_002,729,スシロー,1,1.0000000000,True,True,False
tokyo_52894_temporal_spatial,52894,core,temporal_spatial,graph,Which Sushi Restaurant did I visit in Fussa in November 2017?,2018_1058964__event_002,729,スシロー,1,1.0000000000,True,True,False
tokyo_53205_relational_after,53205,core,relational_after,flat,Which Convenience Store did I visit after イオンモール日の出?,2018_1065533__event_002,4582,セブンイレブン 高尾山インター店,3,0.3333333333,False,True,False
tokyo_53205_relational_after,53205,core,relational_after,vector,Which Convenience Store did I visit after イオンモール日の出?,2018_1065533__event_002,4582,セブンイレブン 高尾山インター店,4,0.2500000000,False,True,False
tokyo_53205_relational_after,53205,core,relational_after,graph,Which Convenience Store did I visit after イオンモール日の出?,2018_1065533__event_002,4582,セブンイレブン 高尾山インター店,4,0.2500000000,False,True,False
tokyo_53205_semantic,53205,core,semantic,flat,Which Bakery did I visit in Hachiōji?,2018_1065540__event_002,1254,オギノパン 本社工場直売店,1,1.0000000000,True,True,False
tokyo_53205_semantic,53205,core,semantic,vector,Which Bakery did I visit in Hachiōji?,2018_1065540__event_002,1254,オギノパン 本社工場直売店,1,1.0000000000,True,True,False
tokyo_53205_semantic,53205,core,semantic,graph,Which Bakery did I visit in Hachiōji?,2018_1065540__event_002,1254,オギノパン 本社工場直売店,1,1.0000000000,True,True,False
tokyo_53205_temporal_spatial,53205,core,temporal_spatial,flat,Which Shopping Mall did I visit in Fussa in June 2018?,2018_1065533__event_001,83,イオンモール日の出,1,1.0000000000,True,True,False
tokyo_53205_temporal_spatial,53205,core,temporal_spatial,vector,Which Shopping Mall did I visit in Fussa in June 2018?,2018_1065533__event_001,83,イオンモール日の出,1,1.0000000000,True,True,False
tokyo_53205_temporal_spatial,53205,core,temporal_spatial,graph,Which Shopping Mall did I visit in Fussa in June 2018?,2018_1065533__event_001,83,イオンモール日の出,1,1.0000000000,True,True,False
tokyo_53405_relational_after,53405,core,relational_after,flat,Which Udon Restaurant did I visit after ガーデンステージ?,2018_1069059__event_003,1442,丸亀製麺,1,1.0000000000,True,True,False
tokyo_53405_relational_after,53405,core,relational_after,vector,Which Udon Restaurant did I visit after ガーデンステージ?,2018_1069059__event_003,1442,丸亀製麺,1,1.0000000000,True,True,False
tokyo_53405_relational_after,53405,core,relational_after,graph,Which Udon Restaurant did I visit after ガーデンステージ?,2018_1069059__event_003,1442,丸亀製麺,1,1.0000000000,True,True,False
tokyo_53405_semantic,53405,core,semantic,flat,Which Athletics & Sports did I visit in Hachiōji?,2018_1068990__event_002,3499,エスフォルタアリーナ八王子 (Esforta Arena Hachioji),1,1.0000000000,True,True,False
tokyo_53405_semantic,53405,core,semantic,vector,Which Athletics & Sports did I visit in Hachiōji?,2018_1068990__event_002,3499,エスフォルタアリーナ八王子 (Esforta Arena Hachioji),1,1.0000000000,True,True,False
tokyo_53405_semantic,53405,core,semantic,graph,Which Athletics & Sports did I visit in Hachiōji?,2018_1068990__event_002,3499,エスフォルタアリーナ八王子 (Esforta Arena Hachioji),1,1.0000000000,True,True,False
tokyo_53405_temporal_spatial,53405,core,temporal_spatial,flat,Which Sake Bar did I visit in Hachiōji in December 2017?,2018_1068997__event_001,3677,おすすめ屋,1,1.0000000000,True,True,False
tokyo_53405_temporal_spatial,53405,core,temporal_spatial,vector,Which Sake Bar did I visit in Hachiōji in December 2017?,2018_1068997__event_001,3677,おすすめ屋,1,1.0000000000,True,True,False
tokyo_53405_temporal_spatial,53405,core,temporal_spatial,graph,Which Sake Bar did I visit in Hachiōji in December 2017?,2018_1068997__event_001,3677,おすすめ屋,1,1.0000000000,True,True,False
tokyo_55985_relational_after,55985,core,relational_after,flat,Which Ramen Restaurant did I visit after カラオケまねきねこ?,2018_1115816__event_002,2352,八王子田田,1,1.0000000000,True,True,False
tokyo_55985_relational_after,55985,core,relational_after,vector,Which Ramen Restaurant did I visit after カラオケまねきねこ?,2018_1115816__event_002,2352,八王子田田,3,0.3333333333,False,True,False
tokyo_55985_relational_after,55985,core,relational_after,graph,Which Ramen Restaurant did I visit after カラオケまねきねこ?,2018_1115816__event_002,2352,八王子田田,3,0.3333333333,False,True,False
tokyo_55985_semantic,55985,core,semantic,flat,Which Yoshoku Restaurant did I visit in Hachiōji?,2018_1115814__event_001,2003,ポムの樹,1,1.0000000000,True,True,False
tokyo_55985_semantic,55985,core,semantic,vector,Which Yoshoku Restaurant did I visit in Hachiōji?,2018_1115814__event_001,2003,ポムの樹,5,0.2000000000,False,True,False
tokyo_55985_semantic,55985,core,semantic,graph,Which Yoshoku Restaurant did I visit in Hachiōji?,2018_1115814__event_001,2003,ポムの樹,5,0.2000000000,False,True,False
tokyo_55985_temporal_spatial,55985,core,temporal_spatial,flat,Which Steakhouse did I visit in Hachiōji in December 2017?,2018_1115818__event_001,1559,ステーキガスト,1,1.0000000000,True,True,False
tokyo_55985_temporal_spatial,55985,core,temporal_spatial,vector,Which Steakhouse did I visit in Hachiōji in December 2017?,2018_1115818__event_001,1559,ステーキガスト,1,1.0000000000,True,True,False
tokyo_55985_temporal_spatial,55985,core,temporal_spatial,graph,Which Steakhouse did I visit in Hachiōji in December 2017?,2018_1115818__event_001,1559,ステーキガスト,1,1.0000000000,True,True,False
tokyo_59554_relational_after,59554,core,relational_after,flat,Which Supermarket did I visit after 南橋本3丁目交差点?,2018_1176858__event_002,600,イオン 日の出店,2,0.5000000000,False,True,False
tokyo_59554_relational_after,59554,core,relational_after,vector,Which Supermarket did I visit after 南橋本3丁目交差点?,2018_1176858__event_002,600,イオン 日の出店,1,1.0000000000,True,True,False
tokyo_59554_relational_after,59554,core,relational_after,graph,Which Supermarket did I visit after 南橋本3丁目交差点?,2018_1176858__event_002,600,イオン 日の出店,1,1.0000000000,True,True,False
tokyo_59554_semantic,59554,core,semantic,flat,Which Toll Booth did I visit in Hachiōji?,2018_1176853__event_001,1040,八王子本線料金所,1,1.0000000000,True,True,False
