query_id,user_id,query_type,query_text,target_event_id,dense_target_rank,onehop_target_rank,ppr_rrf_target_rank,raw_ppr_target_rank,raw_ppr_target_score,ppr_rrf_rank_gain_vs_dense,ppr_rrf_rank_gain_vs_onehop,ppr_rrf_outcome_vs_dense,ppr_rrf_outcome_vs_onehop,dense_top1_event_id,onehop_top1_event_id,ppr_rrf_top1_event_id,ppr_rrf_top1_identical_to_dense,ppr_rrf_top1_identical_to_onehop,target_is_dense_seed,shortest_any_relation_distance,shortest_any_relation_distance_bucket,shortest_next_only_distance,shortest_next_only_distance_bucket,is_high_memory_load
tokyo_342180_relational_after,342180,relational_after,Which Bowling Alley did I visit after 道の駅 八王子滝山?,2018_3773318__event_004,1,1,1,2,0.1322594242,0,0,unchanged,unchanged,2018_3773318__event_004,2018_3773318__event_004,2018_3773318__event_004,True,True,True,0,0,0,0,True
tokyo_342180_semantic,342180,semantic,Which Gas Station did I visit in Hachiōji?,2018_3773294__event_001,2,2,2,3,0.1164330753,0,0,unchanged,unchanged,2018_3773307__event_003,2018_3773307__event_003,2018_3773307__event_003,True,True,True,0,0,0,0,True
tokyo_342180_temporal_spatial,342180,temporal_spatial,Which Bowling Alley did I visit in Fussa in March 2018?,2018_3773284__event_002,4,5,5,5,0.1199803653,-1,0,worsened,unchanged,2018_3773297__event_002,2018_3773297__event_002,2018_3773297__event_002,True,True,True,0,0,0,0,True
tokyo_34258_relational_after,34258,relational_after,Which Hobby Shop did I visit after 5-6番線ホーム?,2018_698467__event_004,27,9,13,6,0.0214042032,14,-4,improved,worsened,2018_698471__event_002,2018_698471__event_002,2018_698471__event_002,True,True,False,1,1,1,1,False
tokyo_34258_semantic,34258,semantic,Which Convenience Store did I visit in Hachiōji?,2018_698481__event_002,1,1,1,1,0.1149470946,0,0,unchanged,unchanged,2018_698481__event_002,2018_698481__event_002,2018_698481__event_002,True,True,True,0,0,0,0,False
tokyo_34258_temporal_spatial,34258,temporal_spatial,Which Parking did I visit in Hachiōji in October 2017?,2018_698482__event_004,37,10,23,10,0.0219250462,14,-13,improved,worsened,2018_698467__event_005,2018_698467__event_005,2018_698467__event_005,True,True,False,1,1,1,1,False
tokyo_347501_relational_after,347501,relational_after,Which Convenience Store did I visit after ファミリーマート あきる野滝山街道店?,2018_3804279__event_002,2,2,2,2,0.1442848991,0,0,unchanged,unchanged,2018_3804279__event_001,2018_3804279__event_001,2018_3804279__event_001,True,True,True,0,0,0,0,False
tokyo_347501_temporal_spatial,347501,temporal_spatial,Which Convenience Store did I visit in Hachiōji in March 2018?,2018_3804262__event_002,5,7,5,5,0.1169153704,0,2,unchanged,improved,2018_3804274__event_002,2018_3804274__event_002,2018_3804274__event_002,True,True,True,0,0,0,0,False
tokyo_348059_relational_after,348059,relational_after,Which Train Station did I visit after 京王八王子駅 (Keiō-hachiōji Sta.)?,2018_3807516__event_004,13,5,9,13,0.0162836977,4,-4,improved,worsened,2018_3807516__event_003,2018_3807516__event_003,2018_3807516__event_003,True,True,False,1,1,1,1,False
tokyo_348059_semantic,348059,semantic,Which Hot Spring did I visit in Hachiōji?,2018_3807506__event_002,3,3,4,4,0.1107879226,-1,-1,worsened,worsened,2018_3807524__event_005,2018_3807524__event_005,2018_3807524__event_005,True,True,True,0,0,0,0,False
tokyo_348059_temporal_spatial,348059,temporal_spatial,Which Hobby Shop did I visit in Fussa in April 2018?,2018_3807513__event_003,1,1,2,2,0.1426617589,-1,-1,worsened,worsened,2018_3807513__event_003,2018_3807513__event_003,2018_3807513__event_002,False,False,True,0,0,0,0,False
tokyo_348682_relational_after,348682,relational_after,Which Bus Station did I visit after 鳥居原ふれあいの館?,2018_3811346__event_002,1,1,1,1,0.1413590767,0,0,unchanged,unchanged,2018_3811346__event_002,2018_3811346__event_002,2018_3811346__event_002,True,True,True,0,0,0,0,False
tokyo_348682_semantic,348682,semantic,Which Government Building did I visit in Hachiōji?,2018_3811335__event_002,1,1,1,3,0.1169438914,0,0,unchanged,unchanged,2018_3811335__event_002,2018_3811335__event_002,2018_3811335__event_002,True,True,True,0,0,0,0,False
tokyo_348682_temporal_spatial,348682,temporal_spatial,Which Government Building did I visit in Higashimurayama in April 2018?,2018_3811312__event_002,1,1,2,2,0.1467464537,-1,-1,worsened,worsened,2018_3811312__event_002,2018_3811312__event_002,2018_3811312__event_001,False,False,True,0,0,0,0,False
tokyo_350248_relational_after,350248,relational_after,Which Convenience Store did I visit after ロイヤルホームセンター 相模原橋本店?,2018_3820531__event_002,5,3,3,3,0.1391639285,2,0,improved,unchanged,2018_3820531__event_001,2018_3820531__event_001,2018_3820531__event_001,True,True,True,0,0,0,0,True
tokyo_350248_semantic,350248,semantic,Which Bus Station did I visit in Hachiōji?,2018_3820558__event_002,1,1,2,3,0.1175152663,-1,-1,worsened,worsened,2018_3820558__event_002,2018_3820558__event_002,2018_3820543__event_002,False,False,True,0,0,0,0,True
tokyo_350248_temporal_spatial,350248,temporal_spatial,Which Supermarket did I visit in Hachiōji in June 2018?,2018_3820551__event_002,1,1,1,1,0.1168207435,0,0,unchanged,unchanged,2018_3820551__event_002,2018_3820551__event_002,2018_3820551__event_002,True,True,True,0,0,0,0,True
tokyo_356419_relational_after,356419,relational_after,Which Ramen Restaurant did I visit after JR 橋本駅 (JR Hashimoto Sta.)?,2018_3855579__event_002,1,1,1,1,0.1471745133,0,0,unchanged,unchanged,2018_3855579__event_002,2018_3855579__event_002,2018_3855579__event_002,True,True,True,0,0,0,0,False
tokyo_356419_semantic,356419,semantic,Which Udon Restaurant did I visit in Hachiōji?,2018_3855580__event_001,1,1,1,1,0.1210229326,0,0,unchanged,unchanged,2018_3855580__event_001,2018_3855580__event_001,2018_3855580__event_001,True,True,True,0,0,0,0,False
tokyo_356419_temporal_spatial,356419,temporal_spatial,Which College Cafeteria did I visit in Hachiōji in April 2018?,2018_3855575__event_002,1,1,2,3,0.1171811390,-1,-1,worsened,worsened,2018_3855575__event_002,2018_3855575__event_002,2018_3855570__event_002,False,False,True,0,0,0,0,False
tokyo_35718_relational_after,35718,relational_after,Which Shopping Mall did I visit after 鳥居原ふれあいの館?,2018_727120__event_002,1,1,3,5,0.1149108594,-2,-2,worsened,worsened,2018_727120__event_002,2018_727120__event_002,2018_727117__event_001,False,False,True,0,0,0,0,False
tokyo_35718_semantic,35718,semantic,Which Intersection did I visit in Hachiōji?,2018_727082__event_002,1,1,1,1,0.1668918104,0,0,unchanged,unchanged,2018_727082__event_002,2018_727082__event_002,2018_727082__event_002,True,True,True,0,0,0,0,False
tokyo_35718_temporal_spatial,35718,temporal_spatial,Which Shopping Mall did I visit in Hachiōji in June 2018?,2018_727120__event_002,1,1,1,1,0.1413512449,0,0,unchanged,unchanged,2018_727120__event_002,2018_727120__event_002,2018_727120__event_002,True,True,True,0,0,0,0,False
tokyo_362630_relational_after,362630,relational_after,Which BBQ Joint did I visit after 竹の家?,2018_3889086__event_003,1,1,2,2,0.1401753255,-1,-1,worsened,worsened,2018_3889086__event_003,2018_3889086__event_003,2018_3889086__event_002,False,False,True,0,0,0,0,False
tokyo_362630_semantic,362630,semantic,Which Diner did I visit in Hachiōji?,2018_3889093__event_002,1,1,2,3,0.1188285295,-1,-1,worsened,worsened,2018_3889093__event_002,2018_3889093__event_002,2018_3889095__event_002,False,False,True,0,0,0,0,False
tokyo_362630_temporal_spatial,362630,temporal_spatial,Which Ramen Restaurant did I visit in Hachiōji in October 2018?,2018_3889095__event_002,1,1,1,1,0.1447056062,0,0,unchanged,unchanged,2018_3889095__event_002,2018_3889095__event_002,2018_3889095__event_002,True,True,True,0,0,0,0,False
tokyo_36487_relational_after,36487,relational_after,Which Automotive Shop did I visit after あきる野IC?,2018_741708__event_003,2,2,3,4,0.1277862056,-1,-1,worsened,worsened,2018_741708__event_002,2018_741708__event_002,2018_741708__event_002,True,True,True,0,0,0,0,False
tokyo_36487_semantic,36487,semantic,Which Convenience Store did I visit in Hachiōji?,2018_741721__event_001,1,1,1,2,0.1301496982,0,0,unchanged,unchanged,2018_741721__event_001,2018_741721__event_001,2018_741721__event_001,True,True,True,0,0,0,0,False
tokyo_36487_temporal_spatial,36487,temporal_spatial,Which Automotive Shop did I visit in Fussa in October 2017?,2018_741640__event_001,1,1,1,1,0.1170162274,0,0,unchanged,unchanged,2018_741640__event_001,2018_741640__event_001,2018_741640__event_001,True,True,True,0,0,0,0,False
tokyo_365381_relational_after,365381,relational_after,Which College Rec Center did I visit after ラウンドワン 八王子店?,2018_3903074__event_002,1,1,1,1,0.1400168066,0,0,unchanged,unchanged,2018_3903074__event_002,2018_3903074__event_002,2018_3903074__event_002,True,True,True,0,0,0,0,False
tokyo_365381_semantic,365381,semantic,Which Spa did I visit in Hachiōji?,2018_3903070__event_001,1,1,1,1,0.1176630776,0,0,unchanged,unchanged,2018_3903070__event_001,2018_3903070__event_001,2018_3903070__event_001,True,True,True,0,0,0,0,False
tokyo_365381_temporal_spatial,365381,temporal_spatial,Which College Rec Center did I visit in Hachiōji in September 2018?,2018_3903088__event_002,1,1,1,1,0.1199738897,0,0,unchanged,unchanged,2018_3903088__event_002,2018_3903088__event_002,2018_3903088__event_002,True,True,True,0,0,0,0,False
tokyo_41088_relational_after,41088,relational_after,Which Bowling Alley did I visit after モリタウン (mori town)?,2018_830967__event_002,2,2,2,2,0.1428390046,0,0,unchanged,unchanged,2018_830967__event_001,2018_830967__event_001,2018_830967__event_001,True,True,True,0,0,0,0,True
tokyo_41088_semantic,41088,semantic,Which Shopping Mall did I visit in Fussa?,2018_830967__event_001,1,1,1,1,0.1172436090,0,0,unchanged,unchanged,2018_830967__event_001,2018_830967__event_001,2018_830967__event_001,True,True,True,0,0,0,0,True
tokyo_41088_temporal_spatial,41088,temporal_spatial,Which Bowling Alley did I visit in Fussa in February 2018?,2018_831031__event_001,1,1,1,1,0.1153521295,0,0,unchanged,unchanged,2018_831031__event_001,2018_831031__event_001,2018_831031__event_001,True,True,True,0,0,0,0,True
tokyo_42282_relational_after,42282,relational_after,Which Fast Food Restaurant did I visit after 滝山病院?,2018_852454__event_002,1,1,2,3,0.1384724854,-1,-1,worsened,worsened,2018_852454__event_002,2018_852454__event_002,2018_852419__event_001,False,False,True,0,0,0,0,False
tokyo_42282_semantic,42282,semantic,Which Furniture / Home Store did I visit in Higashimurayama?,2018_852433__event_001,2,2,3,4,0.1166400375,-1,-1,worsened,worsened,2018_852463__event_001,2018_852463__event_001,2018_852463__event_001,True,True,True,0,0,0,0,False
tokyo_42282_temporal_spatial,42282,temporal_spatial,Which Laundromat did I visit in Higashimurayama in February 2018?,2018_852463__event_001,1,1,1,1,0.1477522862,0,0,unchanged,unchanged,2018_852463__event_001,2018_852463__event_001,2018_852463__event_001,True,True,True,0,0,0,0,False
tokyo_44616_relational_after,44616,relational_after,Which Automotive Shop did I visit after カインズ 町田多摩境店?,2018_895859__event_003,3,3,3,2,0.1343183507,0,0,unchanged,unchanged,2018_895859__event_002,2018_895859__event_002,2018_895859__event_002,True,True,True,0,0,0,0,False
tokyo_44616_semantic,44616,semantic,Which Japanese Restaurant did I visit in Fussa?,2018_895850__event_003,1,1,1,2,0.1358037478,0,0,unchanged,unchanged,2018_895850__event_003,2018_895850__event_003,2018_895850__event_003,True,True,True,0,0,0,0,False
tokyo_44616_temporal_spatial,44616,temporal_spatial,Which Convenience Store did I visit in Hachiōji in November 2017?,2018_895862__event_003,2,2,2,3,0.1128302425,0,0,unchanged,unchanged,2018_895852__event_004,2018_895852__event_004,2018_895852__event_004,True,True,True,0,0,0,0,False
tokyo_45189_relational_after,45189,relational_after,Which Bowling Alley did I visit after 昭島温泉 湯楽の里?,2018_907314__event_003,1,1,2,2,0.1445620189,-1,-1,worsened,worsened,2018_907314__event_003,2018_907314__event_003,2018_907314__event_002,False,False,True,0,0,0,0,False
tokyo_45189_semantic,45189,semantic,Which Fast Food Restaurant did I visit in Hachiōji?,2018_907312__event_002,1,1,1,1,0.1639738755,0,0,unchanged,unchanged,2018_907312__event_002,2018_907312__event_002,2018_907312__event_002,True,True,True,0,0,0,0,False
tokyo_45189_temporal_spatial,45189,temporal_spatial,Which Bowling Alley did I visit in Hachiōji in January 2018?,2018_907321__event_001,1,1,1,3,0.1205281680,0,0,unchanged,unchanged,2018_907321__event_001,2018_907321__event_001,2018_907321__event_001,True,True,True,0,0,0,0,False
tokyo_45205_relational_after,45205,relational_after,Which Ramen Restaurant did I visit after ドン・キホーテ?,2018_907559__event_002,9,7,7,8,0.0206301155,2,0,improved,unchanged,2018_907560__event_003,2018_907560__event_003,2018_907479__event_002,False,False,False,1,1,1,1,True
tokyo_45205_semantic,45205,semantic,Which Military Base did I visit in Fussa?,2018_907576__event_001,1,1,2,3,0.1200242288,-1,-1,worsened,worsened,2018_907576__event_001,2018_907576__event_001,2018_907508__event_002,False,False,True,0,0,0,0,True
tokyo_45205_temporal_spatial,45205,temporal_spatial,Which Recycling Facility did I visit in Hachiōji in October 2017?,2018_907469__event_003,21,25,36,55,0.0011263788,-15,-11,worsened,worsened,2018_907479__event_003,2018_907479__event_003,2018_907522__event_002,False,False,False,2,2,,unreachable,True
tokyo_50046_relational_after,50046,relational_after,Which Furniture / Home Store did I visit after スーパーオートバックス SA羽村店?,2018_1004059__event_002,4,5,5,3,0.1346198523,-1,0,worsened,unchanged,2018_1003995__event_001,2018_1003995__event_001,2018_1003981__event_002,False,False,True,0,0,0,0,True
tokyo_50046_semantic,50046,semantic,Which Noodle House did I visit in Fussa?,2018_1003971__event_002,1,1,1,3,0.1184581616,0,0,unchanged,unchanged,2018_1003971__event_002,2018_1003971__event_002,2018_1003971__event_002,True,True,True,0,0,0,0,True
tokyo_50046_temporal_spatial,50046,temporal_spatial,Which Auto Workshop did I visit in Fussa in April 2018?,2018_1004028__event_001,1,1,1,1,0.1176455962,0,0,unchanged,unchanged,2018_1004028__event_001,2018_1004028__event_001,2018_1004028__event_001,True,True,True,0,0,0,0,True
tokyo_51031_relational_after,51031,relational_after,Which Train Station did I visit after 西八王子駅 (Nishi-Hachiōji Sta.) (JC23)?,2018_1023518__event_002,2,2,2,1,0.1678132788,0,0,unchanged,unchanged,2018_1023518__event_001,2018_1023518__event_001,2018_1023518__event_001,True,True,True,0,0,0,0,True
tokyo_51031_semantic,51031,semantic,Which Elementary School did I visit in Hachiōji?,2018_1023533__event_001,1,1,1,2,0.1336453153,0,0,unchanged,unchanged,2018_1023533__event_001,2018_1023533__event_001,2018_1023533__event_001,True,True,True,0,0,0,0,True
tokyo_51031_temporal_spatial,51031,temporal_spatial,Which Shopping Mall did I visit in Fussa in March 2018?,2018_1023533__event_003,1,1,2,4,0.1158698806,-1,-1,worsened,worsened,2018_1023533__event_003,2018_1023533__event_003,2018_1023522__event_001,False,False,True,0,0,0,0,True
tokyo_51516_relational_after,51516,relational_after,Which Rest Area did I visit after ヨドバシカメラ 八王子店?,2018_1033040__event_002,2,2,2,2,0.1449777093,0,0,unchanged,unchanged,2018_1033040__event_001,2018_1033040__event_001,2018_1033040__event_001,True,True,True,0,0,0,0,False
tokyo_51516_semantic,51516,semantic,Which Spa did I visit in Hachiōji?,2018_1033014__event_002,1,1,1,1,0.1389594691,0,0,unchanged,unchanged,2018_1033014__event_002,2018_1033014__event_002,2018_1033014__event_002,True,True,True,0,0,0,0,False
tokyo_51516_temporal_spatial,51516,temporal_spatial,Which Intersection did I visit in Fussa in October 2018?,2018_1033126__event_001,2,2,2,2,0.1167405519,0,0,unchanged,unchanged,2018_1033064__event_001,2018_1033064__event_001,2018_1033064__event_001,True,True,True,0,0,0,0,False
tokyo_52894_relational_after,52894,relational_after,Which Vape Store did I visit after 八王子駅 (Hachiōji Sta.)?,2018_1058960__event_002,2,2,1,1,0.1562592086,1,1,improved,improved,2018_1058960__event_001,2018_1058960__event_001,2018_1058960__event_002,False,False,True,0,0,0,0,False
tokyo_52894_semantic,52894,semantic,Which Steakhouse did I visit in Fussa?,2018_1058963__event_001,1,1,1,1,0.1171893871,0,0,unchanged,unchanged,2018_1058963__event_001,2018_1058963__event_001,2018_1058963__event_001,True,True,True,0,0,0,0,False
tokyo_52894_temporal_spatial,52894,temporal_spatial,Which Sushi Restaurant did I visit in Fussa in November 2017?,2018_1058964__event_002,1,1,1,3,0.1147316516,0,0,unchanged,unchanged,2018_1058964__event_002,2018_1058964__event_002,2018_1058964__event_002,True,True,True,0,0,0,0,False
tokyo_53205_relational_after,53205,relational_after,Which Convenience Store did I visit after イオンモール日の出?,2018_1065533__event_002,7,4,7,9,0.0264010771,0,-3,unchanged,worsened,2018_1065533__event_001,2018_1065533__event_001,2018_1065516__event_001,False,False,False,1,1,1,1,False
tokyo_53205_semantic,53205,semantic,Which Bakery did I visit in Hachiōji?,2018_1065540__event_002,1,1,3,4,0.1144824753,-2,-2,worsened,worsened,2018_1065540__event_002,2018_1065540__event_002,2018_1065532__event_001,False,False,True,0,0,0,0,False
tokyo_53205_temporal_spatial,53205,temporal_spatial,Which Shopping Mall did I visit in Fussa in June 2018?,2018_1065533__event_001,1,1,1,1,0.1174969421,0,0,unchanged,unchanged,2018_1065533__event_001,2018_1065533__event_001,2018_1065533__event_001,True,True,True,0,0,0,0,False
tokyo_53405_relational_after,53405,relational_after,Which Udon Restaurant did I visit after ガーデンステージ?,2018_1069059__event_003,1,1,2,2,0.1441353788,-1,-1,worsened,worsened,2018_1069059__event_003,2018_1069059__event_003,2018_1069059__event_002,False,False,True,0,0,0,0,False
tokyo_53405_semantic,53405,semantic,Which Athletics & Sports did I visit in Hachiōji?,2018_1068990__event_002,1,1,1,3,0.1390848356,0,0,unchanged,unchanged,2018_1068990__event_002,2018_1068990__event_002,2018_1068990__event_002,True,True,True,0,0,0,0,False
tokyo_53405_temporal_spatial,53405,temporal_spatial,Which Sake Bar did I visit in Hachiōji in December 2017?,2018_1068997__event_001,1,1,1,1,0.1475454500,0,0,unchanged,unchanged,2018_1068997__event_001,2018_1068997__event_001,2018_1068997__event_001,True,True,True,0,0,0,0,False
tokyo_55985_relational_after,55985,relational_after,Which Ramen Restaurant did I visit after カラオケまねきねこ?,2018_1115816__event_002,1,1,1,1,0.1471573981,0,0,unchanged,unchanged,2018_1115816__event_002,2018_1115816__event_002,2018_1115816__event_002,True,True,True,0,0,0,0,False
tokyo_55985_semantic,55985,semantic,Which Yoshoku Restaurant did I visit in Hachiōji?,2018_1115814__event_001,1,1,3,5,0.1124940357,-2,-2,worsened,worsened,2018_1115814__event_001,2018_1115814__event_001,2018_1115810__event_001,False,False,True,0,0,0,0,False
tokyo_55985_temporal_spatial,55985,temporal_spatial,Which Steakhouse did I visit in Hachiōji in December 2017?,2018_1115818__event_001,1,1,3,5,0.1146089568,-2,-2,worsened,worsened,2018_1115818__event_001,2018_1115818__event_001,2018_1115820__event_001,False,False,True,0,0,0,0,False
tokyo_59554_relational_after,59554,relational_after,Which Supermarket did I visit after 南橋本3丁目交差点?,2018_1176858__event_002,6,3,6,6,0.0267627208,0,-3,unchanged,worsened,2018_1176858__event_001,2018_1176858__event_001,2018_1176858__event_001,True,True,False,1,1,1,1,False
tokyo_59554_semantic,59554,semantic,Which Toll Booth did I visit in Hachiōji?,2018_1176853__event_001,1,1,1,1,0.1185358542,0,0,unchanged,unchanged,2018_1176853__event_001,2018_1176853__event_001,2018_1176853__event_001,True,True,True,0,0,0,0,False
tokyo_59554_temporal_spatial,59554,temporal_spatial,Which Supermarket did I visit in Fussa in March 2018?,2018_1176829__event_002,2,2,2,3,0.1158640511,0,0,unchanged,unchanged,2018_1176879__event_002,2018_1176879__event_002,2018_1176879__event_002,True,True,True,0,0,0,0,False
tokyo_60393_relational_after,60393,relational_after,Which BBQ Joint did I visit after 昭島市役所?,2018_1190515__event_002,1,1,1,1,0.1475921627,0,0,unchanged,unchanged,2018_1190515__event_002,2018_1190515__event_002,2018_1190515__event_002,True,True,True,0,0,0,0,True
tokyo_60393_semantic,60393,semantic,Which Seafood Restaurant did I visit in Hachiōji?,2018_1190532__event_003,2,2,1,1,0.1340876289,1,1,improved,improved,2018_1190539__event_009,2018_1190539__event_009,2018_1190532__event_003,False,False,True,0,0,0,0,True
tokyo_60393_temporal_spatial,60393,temporal_spatial,Which Donburi Restaurant did I visit in Hachiōji in July 2018?,2018_1190583__event_004,1,1,2,3,0.1139520055,-1,-1,worsened,worsened,2018_1190583__event_004,2018_1190583__event_004,2018_1190539__event_010,False,False,True,0,0,0,0,True
tokyo_70564_relational_after,70564,relational_after,Which Ramen Restaurant did I visit after 北原国際病院?,2018_1332637__event_002,1,1,1,1,0.1436588917,0,0,unchanged,unchanged,2018_1332637__event_002,2018_1332637__event_002,2018_1332637__event_002,True,True,True,0,0,0,0,True
tokyo_70564_semantic,70564,semantic,Which Donburi Restaurant did I visit in Hachiōji?,2018_1332642__event_003,1,1,1,3,0.1160128652,0,0,unchanged,unchanged,2018_1332642__event_003,2018_1332642__event_003,2018_1332642__event_003,True,True,True,0,0,0,0,True
tokyo_70564_temporal_spatial,70564,temporal_spatial,Which Ice Cream Shop did I visit in Hachiōji in January 2018?,2018_1332644__event_002,1,1,1,1,0.1189180936,0,0,unchanged,unchanged,2018_1332644__event_002,2018_1332644__event_002,2018_1332644__event_002,True,True,True,0,0,0,0,True
tokyo_70703_relational_after,70703,relational_after,Which Chinese Restaurant did I visit after アリオ橋本?,2018_1335107__event_002,2,2,2,2,0.1469317517,0,0,unchanged,unchanged,2018_1335107__event_001,2018_1335107__event_001,2018_1335107__event_001,True,True,True,0,0,0,0,False
tokyo_70703_semantic,70703,semantic,Which Fishing Spot did I visit in Hachiōji?,2018_1335096__event_001,1,1,1,1,0.1209546431,0,0,unchanged,unchanged,2018_1335096__event_001,2018_1335096__event_001,2018_1335096__event_001,True,True,True,0,0,0,0,False
tokyo_70703_temporal_spatial,70703,temporal_spatial,Which Discount Store did I visit in Hachiōji in December 2017?,2018_1335104__event_002,1,1,1,1,0.1178168453,0,0,unchanged,unchanged,2018_1335104__event_002,2018_1335104__event_002,2018_1335104__event_002,True,True,True,0,0,0,0,False
tokyo_72210_relational_after,72210,relational_after,Which Ramen Restaurant did I visit after バーガーキング (Burger King)?,2018_1357875__event_003,3,4,3,4,0.1359830855,0,1,unchanged,improved,2018_1357866__event_001,2018_1357866__event_001,2018_1357866__event_001,True,True,True,0,0,0,0,False
tokyo_72210_semantic,72210,semantic,Which Italian Restaurant did I visit in Hachiōji?,2018_1357857__event_004,3,3,4,5,0.1109792746,-1,-1,worsened,worsened,2018_1357863__event_002,2018_1357863__event_002,2018_1357863__event_002,True,True,True,0,0,0,0,False
tokyo_72210_temporal_spatial,72210,temporal_spatial,Which Train Station did I visit in Hachiōji in January 2018?,2018_1357875__event_001,5,6,5,4,0.1103684904,0,1,unchanged,improved,2018_1357880__event_001,2018_1357880__event_001,2018_1357880__event_001,True,True,True,0,0,0,0,False
tokyo_72444_relational_after,72444,relational_after,Which Bus Station did I visit after マクドナルド?,2018_1361355__event_005,2,2,2,2,0.1280181143,0,0,unchanged,unchanged,2018_1361355__event_004,2018_1361355__event_004,2018_1361355__event_004,True,True,True,0,0,0,0,False
tokyo_72444_semantic,72444,semantic,Which Fast Food Restaurant did I visit in Higashimurayama?,2018_1361355__event_004,1,1,1,1,0.1481357025,0,0,unchanged,unchanged,2018_1361355__event_004,2018_1361355__event_004,2018_1361355__event_004,True,True,True,0,0,0,0,False
tokyo_72444_temporal_spatial,72444,temporal_spatial,Which Train Station did I visit in Fussa in October 2017?,2018_1361348__event_002,1,1,2,4,0.1154025496,-1,-1,worsened,worsened,2018_1361348__event_002,2018_1361348__event_002,2018_1361378__event_002,False,False,True,0,0,0,0,False
tokyo_74188_relational_after,74188,relational_after,Which Government Building did I visit after 羽村市役所?,2018_1388327__event_003,1,1,2,2,0.1366024414,-1,-1,worsened,worsened,2018_1388327__event_003,2018_1388327__event_003,2018_1388327__event_002,False,False,True,0,0,0,0,False
tokyo_74188_semantic,74188,semantic,Which Shrine did I visit in Hachiōji?,2018_1388318__event_002,1,1,1,1,0.1403769278,0,0,unchanged,unchanged,2018_1388318__event_002,2018_1388318__event_002,2018_1388318__event_002,True,True,True,0,0,0,0,False
tokyo_74188_temporal_spatial,74188,temporal_spatial,Which Supermarket did I visit in Hachiōji in November 2017?,2018_1388319__event_003,1,1,1,2,0.1328173649,0,0,unchanged,unchanged,2018_1388319__event_003,2018_1388319__event_003,2018_1388319__event_003,True,True,True,0,0,0,0,False
tokyo_74982_relational_after,74982,relational_after,Which Korean Restaurant did I visit after ロイヤルホスト?,2018_1402558__event_002,3,3,2,2,0.1447887304,1,1,improved,improved,2018_1402558__event_001,2018_1402558__event_001,2018_1402558__event_001,True,True,True,0,0,0,0,False
tokyo_74982_semantic,74982,semantic,Which Convenience Store did I visit in Higashimurayama?,2018_1402586__event_001,9,13,15,22,0.0000000000,-6,-2,worsened,worsened,2018_1402558__event_002,2018_1402558__event_002,2018_1402558__event_002,True,True,False,,unreachable,,unreachable,False
tokyo_74982_temporal_spatial,74982,temporal_spatial,Which Steakhouse did I visit in Fussa in March 2018?,2018_1402556__event_002,1,1,1,1,0.1499340589,0,0,unchanged,unchanged,2018_1402556__event_002,2018_1402556__event_002,2018_1402556__event_002,True,True,True,0,0,0,0,False
tokyo_78286_relational_after,78286,relational_after,Which Fire Station did I visit after イオンモール日の出?,2018_1453204__event_002,2,2,2,2,0.1414991154,0,0,unchanged,unchanged,2018_1453204__event_001,2018_1453204__event_001,2018_1453204__event_001,True,True,True,0,0,0,0,True
tokyo_78286_semantic,78286,semantic,Which Convenience Store did I visit in Fussa?,2018_1453199__event_002,1,1,1,3,0.1177547540,0,0,unchanged,unchanged,2018_1453199__event_002,2018_1453199__event_002,2018_1453199__event_002,True,True,True,0,0,0,0,True
tokyo_78286_temporal_spatial,78286,temporal_spatial,Which Ramen Restaurant did I visit in Hachiōji in October 2018?,2018_1453219__event_001,1,1,1,1,0.1221493488,0,0,unchanged,unchanged,2018_1453219__event_001,2018_1453219__event_001,2018_1453219__event_001,True,True,True,0,0,0,0,True
tokyo_79139_relational_after,79139,relational_after,Which Udon Restaurant did I visit after メディアホール?,2018_1466945__event_002,1,1,2,2,0.1420773380,-1,-1,worsened,worsened,2018_1466945__event_002,2018_1466945__event_002,2018_1466945__event_001,False,False,True,0,0,0,0,False
tokyo_79139_semantic,79139,semantic,Which Sake Bar did I visit in Hachiōji?,2018_1466953__event_003,1,1,2,3,0.1168065434,-1,-1,worsened,worsened,2018_1466953__event_003,2018_1466953__event_003,2018_1466944__event_001,False,False,True,0,0,0,0,False
tokyo_79139_temporal_spatial,79139,temporal_spatial,Which Shopping Mall did I visit in Hachiōji in November 2017?,2018_1466948__event_002,1,1,2,4,0.1114369431,-1,-1,worsened,worsened,2018_1466948__event_002,2018_1466948__event_002,2018_1466944__event_001,False,False,True,0,0,0,0,False
tokyo_79719_relational_after,79719,relational_after,Which Trade School did I visit after マクドナルド?,2018_1475337__event_002,1,1,1,1,0.1466862653,0,0,unchanged,unchanged,2018_1475337__event_002,2018_1475337__event_002,2018_1475337__event_002,True,True,True,0,0,0,0,True
tokyo_79719_semantic,79719,semantic,Which Supermarket did I visit in Hachiōji?,2018_1475331__event_001,1,1,1,1,0.1163666977,0,0,unchanged,unchanged,2018_1475331__event_001,2018_1475331__event_001,2018_1475331__event_001,True,True,True,0,0,0,0,True
tokyo_79719_temporal_spatial,79719,temporal_spatial,Which Train Station did I visit in Hachiōji in October 2017?,2018_1475338__event_002,10,16,14,27,0.0003867453,-4,2,worsened,improved,2018_1475351__event_002,2018_1475351__event_002,2018_1475386__event_001,False,False,False,4,3+,,unreachable,True
